Genome_id	Length	Taxid	Species
GCA_000144605.1	3445263	74313	Brevundimonas subvibrioides
GCA_000144625.1	4662871	84030	[Clostridium] saccharolyticum
GCA_000144645.1	2280035	291990	Thermosediminibacter oceani
GCA_000144675.1	2328208	1719	Corynebacterium pseudotuberculosis
GCA_000144695.1	2469596	28187	Acetohalobium arabaticum
GCA_000145035.1	4404886	43305	Butyrivibrio proteoclasticus
GCA_000145235.1	7025559	47850	Micromonospora aurantiaca
GCA_000145255.1	3162471	370405	Gallionella capsiferriformans
GCA_000145275.1	5262222	1493	Clostridium cellulovorans
GCA_000145615.1	2785752	1517	Thermoanaerobacterium thermosaccharolyticum
GCA_000146065.1	2246820	456827	Candidatus Cloacimonas acidaminovorans
GCA_000146165.2	5131424	70863	Shewanella oneidensis
GCA_000146185.1	2831389	39485	[Eubacterium] eligens
GCA_000146345.1	2124844	507750	Peptoniphilus duerdenii
GCA_000146505.1	3843004	833	Fibrobacter succinogenes
GCA_000146675.1	2559358	189722	Prevotella marshii
GCA_000146855.1	2511030	39498	[Eubacterium] yurii
GCA_000147055.1	4922802	204038	Dickeya dadantii
GCA_000147335.1	7841948	497965	Cyanothece sp. PCC 7822
GCA_000147355.1	2153198	202747	Sulfurimonas autotrophica
GCA_000147675.2	1988044	341694	Peptostreptococcus stomatis
GCA_000147695.3	2785056	46354	Thermoanaerobacter wiegelii
GCA_000147715.3	2975953	1184387	Mesotoga prima
GCA_000147815.3	11138313	68280	Streptomyces violaceusniger
GCA_000147835.3	4573221	46429	Sphingobium chlorophenolicum
GCA_000148645.1	4279159	44012	Ferrimonas balearica
GCA_000148725.1	5696886	744980	Roseibium sp. TrichSKD4
GCA_000148995.1	2598321	1641	Listeria grayi
GCA_000152145.1	4373075	104176	Oscillochloris trichoides
GCA_000152245.2	4316707	1736	Eubacterium limosum
GCA_000152625.1	3676244	314263	Roseovarius nubinhibens
GCA_000152705.1	4235068	313589	Janibacter sp. HTCC2649
GCA_000152725.1	4440389	314255	Pseudooceanicola batsensis
GCA_000152745.1	3172051	314254	Oceanicaulis sp. HTCC2633
GCA_000152805.1	4536113	404236	Maritimibacter alkaliphilus
GCA_000152825.2	2902643	208216	Parvularcula bermudensis
GCA_000152845.1	4770736	314264	Roseovarius sp. 217
GCA_000152865.1	3266173	237727	Erythrobacter sp. NAP1
GCA_000152885.1	2770272	190892	Idiomarina baltica
GCA_000152985.1	4244565	360293	Leeuwenhoekiella blandensis
GCA_000153025.1	5153226	314277	Marinomonas sp. MED121
GCA_000153045.1	3280236	69042	Synechococcus sp. WH 5701
GCA_000153065.1	2584918	221360	Synechococcus sp. RS9917
GCA_000153105.1	6663851	124	Blastopirellula marina
GCA_000153125.2	4351117	393662	Congregibacter litoralis
GCA_000153145.1	2772187	312284	marine actinobacterium PHSC20C1
GCA_000153165.2	3868304	313603	Maribacter sp. HTCC2170
GCA_000153185.1	4526761	374838	Reinekea blandensis
GCA_000153205.1	3623681	35797	Nitrococcus mobilis
GCA_000153225.1	2763458	531	Polaribacter irgensii
GCA_000153245.1	4994813	314281	Pseudoalteromonas tunicata
GCA_000153305.1	4053139	252302	Oceanicola granulosus
GCA_000153345.1	3924755	207954	Neptuniibacter caesariensis
GCA_000153405.2	3052410	314282	Psychromonas sp. CNPT3
GCA_000153465.1	4326814	651183	Aurantimonas manganoxydans
GCA_000153485.2	4321832	57029	Psychroflexus torquis
GCA_000153565.1	3552236	207949	Bermanella marisrubri
GCA_000153705.1	3806238	217511	Fulvimarina pelagi
GCA_000153725.1	5482983	344736	Pelagibaca bermudensis
GCA_000153745.1	2296803	367336	Rhodobacterales bacterium HTCC2255
GCA_000153765.1	2992730	314344	Mariprofundus ferrooxydans
GCA_000153825.1	2664873	221359	Synechococcus sp. RS9916
GCA_000153885.1	2870795	39496	Eubacterium ventriosum
GCA_000153905.1	3625508	40520	Blautia obeum
GCA_000153925.1	2741706	33039	[Ruminococcus] torques
GCA_000154065.1	2915433	88431	Dorea longicatena
GCA_000154205.1	4719097	820	Bacteroides uniformis
GCA_000154225.1	2393958	1660	Actinomyces odontolyticus
GCA_000154245.1	2954616	411489	Clostridium sp. L2-50
GCA_000154285.1	2191053	31971	[Eubacterium] dolichum
GCA_000154305.1	3606936	105841	Anaerostipes caccae
GCA_000154345.1	3270209	1535	[Clostridium] leptum
GCA_000154425.1	3102987	33043	Coprococcus eutactus
GCA_000154445.1	2972256	261299	Intestinibacter bartlettii
GCA_000154465.1	2550678	28117	Alistipes putredinis
GCA_000154485.1	3235195	1547	Erysipelatoclostridium ramosum
GCA_000154505.1	3622605	29347	[Clostridium] scindens
GCA_000154525.1	4009829	46506	Bacteroides stercoris
GCA_000154565.1	3719688	169435	Anaerotruncus colihominis
GCA_000154705.2	4468465	244596	Hoeflea phototrophica
GCA_000154725.1	5033129	221066	Kordia algicida
GCA_000154785.2	4745450	42443	Roseobacter litoralis
GCA_000154805.1	2507885	29348	[Clostridium] spiroforme
GCA_000154825.1	2284703	214853	Anaerofustis stercorihominis
GCA_000154845.1	4300117	310298	Bacteroides coprocola
GCA_000155205.1	2731235	46228	Ruminococcus lactaris
GCA_000155435.1	6548966	457421	Clostridiales bacterium 1_7_47FAA
GCA_000155495.1	1951667	35818	Helicobacter pullorum
GCA_000155555.1	8679041	64178	Coleofasciculus chthonoplastes
GCA_000155595.1	5973558	91464	Synechococcus sp. PCC 7335
GCA_000155635.1	2834252	180281	Cyanobium sp. PCC 7001
GCA_000155695.1	5775745	382464	Verrucomicrobiae bacterium DG1235
GCA_000155715.1	2625605	391615	gamma proteobacterium HTCC5015
GCA_000155735.2	5478249	53946	Octadecabacter arcticus
GCA_000155775.1	2560882	455436	Glaciecola sp. HTCC2999
GCA_000155855.1	3028326	384638	[Bacteroides] pectinophilus
GCA_000155875.1	3242215	410072	Coprococcus comes
GCA_000155895.1	1456888	439493	Candidatus Pelagibacter sp. HTCC7211
GCA_000155955.1	2577056	52226	Mitsuokella multacida
GCA_000156015.1	2496039	45851	Butyrivibrio crossotus
GCA_000156035.2	3995628	29361	Tyzzerella nexilis
GCA_000156055.1	2479772	89152	[Clostridium] hiranonis
GCA_000156115.1	4018415	314270	Rhodobacteraceae bacterium HTCC2083
GCA_000156175.1	1809497	147207	Collinsella intestinalis
GCA_000156215.1	2475429	147206	Collinsella stercoris
GCA_000156295.1	4326936	247634	marine gamma proteobacterium HTCC2148
GCA_000156335.1	4527951	391589	Roseobacter sp. GAI101
GCA_000156355.1	3047652	392484	Methylophaga thiooxydans
GCA_000156435.1	8511919	35758	Streptomyces ghanaensis
GCA_000156515.1	3889859	89153	[Clostridium] hylemonae
GCA_000156535.1	4411375	166486	Roseburia intestinalis
GCA_000156575.1	2206675	33032	Anaerococcus lactolyticus
GCA_000156595.1	2809149	39791	Corynebacterium glucuronolyticum
GCA_000156655.1	2517763	1735	Holdemanella biformis
GCA_000156675.1	3058721	1322	Blautia hansenii
GCA_000157355.2	3427276	37734	Enterococcus casseliflavus
GCA_000157895.2	6577228	1768	Mycobacterium kansasii
GCA_000157915.1	4041504	387090	Bacteroides coprophilus
GCA_000157935.1	3512473	165179	Prevotella copri
GCA_000157955.1	3245471	214851	Subdoligranulum variabile
GCA_000157975.1	3626943	53443	Blautia hydrogenotrophica
GCA_000158075.1	6417332	333367	[Clostridium] asparagiforme
GCA_000158095.1	5504826	388408	Labrenzia alexandrii
GCA_000158155.1	4208084	566466	gamma proteobacterium NOR5-3
GCA_000158175.1	3261541	1341119	Luminiphilus syltensis
GCA_000158195.2	2671036	850	Fusobacterium mortiferum
GCA_000158215.3	2546312	860	Fusobacterium periodonticum
GCA_000158275.2	2514029	851	Fusobacterium nucleatum
GCA_000158315.2	3487504	861	Fusobacterium ulcerans
GCA_000158455.1	1690216	157268	Helicobacter winghamensis
GCA_000158475.2	2488386	847	Oxalobacter formigenes
GCA_000158495.1	2436766	847	Oxalobacter formigenes
GCA_000158615.1	2171245	539	Eikenella corrodens
GCA_000158655.1	3478423	84026	[Clostridium] methylpentosum
GCA_000158915.1	11030030	998084	Streptomyces himastatinicus
GCA_000158935.1	8318010	1916	Streptomyces lividans
GCA_000158955.1	8653262	1938	Streptomyces viridochromogenes
GCA_000159015.1	1723843	103618	Actinomyces coleocanis
GCA_000159035.1	2702812	103621	Actinomyces urogenitalis
GCA_000159055.1	3842594	411486	Clostridium sp. M62/1
GCA_000159095.1	2145347	33036	Anaerococcus tetradius
GCA_000159115.1	2437186	38284	Corynebacterium accolens
GCA_000159155.2	1667350	2702	Gardnerella vaginalis
GCA_000159235.2	1430526	82135	Atopobium vaginae
GCA_000159315.1	2721039	1588	Lactobacillus hilgardii
GCA_000159435.1	1877332	1633	Lactobacillus vaginalis
GCA_000159635.1	2385784	161889	Corynebacterium lipophiloflavum
GCA_000159995.1	2585719	76122	Alloprevotella tannerae
GCA_000160035.2	3479204	43997	Catonella morbi
GCA_000160055.1	1895960	218538	Dialister invisus
GCA_000160075.2	2043439	46125	Abiotrophia defectiva
GCA_000160095.1	7163884	154046	Hungatella hathewayi
GCA_000160115.1	2169477	177972	Shuttleworthia satelles
GCA_000160135.1	2676554	652706	Oribacterium sp. oral taxon 078
GCA_000160435.1	2406675	505	Kingella oralis
GCA_000160455.2	2123925	649746	Acetomicrobium hydrogeniformans
GCA_000160535.1	3273670	242750	Prevotella bergensis
GCA_000160555.1	2054993	135083	Selenomonas noxia
GCA_000160575.1	1980223	1249	Weissella paramesenteroides
GCA_000160615.1	2435166	2052	Mobiluncus mulieris
GCA_000160635.1	2706954	237576	Oribacterium sinus
GCA_000160655.1	2642494	2718	Cardiobacterium hominis
GCA_000160675.1	1947166	46124	Granulicatella adiacens
GCA_000160695.1	2166063	135080	Selenomonas flueggei
GCA_000160775.2	3079840	219314	Aeromicrobium marinum
GCA_000160835.1	2302896	227943	Lactobacillus antri
GCA_000160875.1	1277649	147802	Lactobacillus iners
GCA_000161755.1	5523231	501479	Citreicella sp. SE45
GCA_000161775.1	3523710	55218	Ruegeria lacuscaerulensis
GCA_000161835.1	3487925	633131	Thalassobium sp. R2A62
GCA_000161935.1	1725829	181675	Lactobacillus coleohominis
GCA_000161975.1	1084901	51123	[Eubacterium] saphenum
GCA_000162015.1	3090349	853	Faecalibacterium prausnitzii
GCA_000162475.2	1743361	137732	Granulicatella elegans
GCA_000162575.1	1623845	123841	Helicobacter canadensis
GCA_000162755.2	4152613	168933	Legionella drancourtii
GCA_000162875.1	2096289	84109	Slackia exigua
GCA_000162895.1	2520418	649739	Actinomyces sp. oral taxon 848
GCA_000163555.2	1237371	684719	alpha proteobacterium HIMB114
GCA_000163595.1	5267389	618	Serratia odorifera
GCA_000163695.1	2113539	652708	Bacteroidetes oral taxon 274
GCA_000163775.2	2372614	72	Simonsiella muelleri
GCA_000163875.1	8556892	1901	Streptomyces clavuligerus
GCA_000163895.2	1931012	143361	Filifactor alocis
GCA_000164135.1	6564171	240125	Mycobacterium parascrofulaceum
GCA_000164395.1	3636659	436	Komagataeibacter hansenii
GCA_000164635.1	5100977	204525	Roseomonas cervicalis
GCA_000164675.2	2153652	1318	Streptococcus parasanguinis
GCA_000164695.2	2506025	2047	Rothia dentocariosa
GCA_000164865.1	4814049	1334193	Enterobacter lignolyticus
GCA_000164985.2	6238510	1406	Paenibacillus polymyxa
GCA_000165465.1	2309262	2331	Halanaerobium praevalens
GCA_000165485.1	10260756	41	Stigmatella aurantiaca
GCA_000165505.1	3132314	167642	Ilyobacter polytropus
GCA_000165675.2	1638971	1251	Leuconostoc fallax
GCA_000165715.3	6006602	119	Rubinisphaera brasiliensis
GCA_000165735.1	1765528	187326	Megasphaera micronuciformis
GCA_000165795.1	2630170	81412	Aminomonas paucivorans
GCA_000165905.1	2214656	1681	Bifidobacterium bifidum
GCA_000166055.1	4014469	1069	Rhodomicrobium vannielii
GCA_000166135.1	8815781	298654	Frankia inefficax
GCA_000166195.3	8408322	423351	Mucilaginibacter paludis
GCA_000166275.1	4787724	388413	Algoriphagus machipongonensis
GCA_000166295.1	4651725	1033846	Marinobacter adhaerens
GCA_000166395.1	4059653	316068	Leadbetterella byssophila
GCA_000166415.1	2613117	656519	Halanaerobium hydrogeniformans
GCA_000167195.1	6238156	263511	Crocosphaera watsonii
GCA_000167355.1	3828328	891	Desulfuromonas acetoxidans
GCA_000168275.1	6058912	262489	delta proteobacterium MLMS-1
GCA_000168295.1	1581239	59196	Rickettsiella grylli
GCA_000168715.1	2538957	84205	Chlorobium ferrooxidans
GCA_000168975.1	6561391	187304	Labrenzia aggregata
GCA_000168995.1	1304428	383631	Methylophilales bacterium HTCC2181
GCA_000169035.1	2439869	74426	Collinsella aerofaciens
GCA_000169075.1	3925629	247633	marine gamma proteobacterium HTCC2143
GCA_000169115.1	3576081	247639	marine gamma proteobacterium HTCC2080
GCA_000169155.1	2889774	261685	Thermosinus carboxydivorans
GCA_000169175.1	9771226	1027	Microscilla marina
GCA_000169235.1	3186031	39486	Dorea formicigenerans
GCA_000169255.2	4241076	106588	Pseudoflavonifractor capillosus
GCA_000169395.1	3582902	388401	Rhodobacteraceae bacterium HTCC2150
GCA_000169415.1	5262893	52603	Sagittula stellata
GCA_000169435.1	3497325	391593	Roseobacter sp. CCS2
GCA_000169455.1	4555826	388739	Roseobacter sp. SK209-2-6
GCA_000170735.1	1663618	291048	Caminibacter mediatlanticus
GCA_000170755.1	6023180	256847	Lentisphaera araneosa
GCA_000170875.1	4178704	351016	Roseobacter sp. AzwK-3b
GCA_000170915.1	3390271	391597	Limnobacter sp. MED105
GCA_000171235.2	5671497	1148786	Didymococcus colitermitum
GCA_000171335.1	2686047	420336	Epulopiscium sp. 'N.t. morphotype B'
GCA_000171615.1	3381351	408580	Bacillus coahuilensis
GCA_000171775.1	9161841	114	Gemmata obscuriglobus
GCA_000171835.1	6102701	331869	alpha proteobacterium BAL199
GCA_000171875.1	3825707	391603	Flavobacteriales bacterium ALC-1
GCA_000171895.1	3038240	392423	Hydrogenivirga sp. 128-5-R1-1
GCA_000172075.1	4351589	43661	Shewanella benthica
GCA_000172095.1	4105524	225422	Oceanibulbus indolifex
GCA_000172155.1	8220857	2736	Verrucomicrobium spinosum
GCA_000172555.1	7414222	1032527	Pedosphaera parvula
GCA_000172635.2	4653851	28108	Alteromonas macleodii
GCA_000172975.1	2576359	47055	Dethiosulfovibrio peptidovorans
GCA_000173075.1	7848700	191863	Chthoniobacter flavus
GCA_000173095.1	1905484	487796	Flavobacteria bacterium MS024-2A
GCA_000173115.1	1515248	487797	Flavobacteria bacterium MS024-3C
GCA_000173355.1	1889366	33029	Anaerococcus hydrogenalis
GCA_000173615.1	1534471	304736	Sulfurihydrogenibium yellowstonense
GCA_000173655.1	2513912	43765	Corynebacterium amycolatum
GCA_000173795.1	2671313	100886	Catenibacterium mitsuokai
GCA_000173815.1	4548960	168384	Marvinbryantia formatexigens
GCA_000173895.1	1872773	483	Neisseria cinerea
GCA_000173915.1	1916192	1379	Gemella haemolysans
GCA_000173975.1	3290996	39488	[Eubacterium] hallii
GCA_000174015.1	1626291	1383	Atopobium rimae
GCA_000174195.1	4048462	360807	Roseburia inulinivorans
GCA_000174355.1	4228787	549169	Pseudogulbenkiania ferrooxidans
GCA_000174395.2	3052572	1352	Enterococcus faecium
GCA_000174415.1	3116746	427926	Dethiobacter alkaliphilus
GCA_000174435.1	4107394	488939	Desulfonatronospira thiodismutans
GCA_000174755.1	2667138	1017	Capnocytophaga gingivalis
GCA_000174815.1	2064508	28124	Porphyromonas endodontalis
GCA_000174895.1	4573608	1265	Ruminococcus flavefaciens
GCA_000175095.2	3337023	153948	Nitrosomonas sp. AL212
GCA_000175215.2	4308776	78587	Asticcacaulis excentricus
GCA_000175255.2	2143461	542	Zymomonas mobilis
GCA_000175375.1	2855988	43768	Corynebacterium matruchotii
GCA_000175575.2	2987045	33059	Acidithiobacillus caldus
GCA_000175795.2	4915287	29362	[Clostridium] papyrosolvens
GCA_000175855.1	3186511	668331	Raphidiopsis brookii
GCA_000176015.1	3514342	371731	Rhodobacter sp. SW2
GCA_000176155.1	3815101	28172	Vibrio metschnikovii
GCA_000176235.1	4698244	28175	Vibrio orientalis
GCA_000176355.1	3273334	72174	Citromicrobium bathyomarinum
GCA_000176795.1	5046328	38293	Photobacterium damselae
GCA_000176855.2	5482170	80867	Acidovorax avenae
GCA_000176915.2	3629109	182210	Desulfovibrio aespoeensis
GCA_000177015.3	3197355	552398	Ruminococcaceae bacterium D16
GCA_000177075.1	3033961	28127	Prevotella buccalis
GCA_000177235.2	4681672	1413	Bacillus cellulosilyticus
GCA_000177335.1	2562014	638849	Pyramidobacter piscolens
GCA_000177375.1	1419583	118748	Bulleidia extructa
GCA_000177535.2	2601311	258224	Corynebacterium resistens
GCA_000177555.1	1726197	699192	Megasphaera genomosp. type_1
GCA_000177615.2	5340989	656024	Frankia symbiont of Datisca glomerata
GCA_000177635.2	2928377	936456	Desulfurispirillum indicum
GCA_000178115.2	3008576	253239	Ethanoligenens harbinense
GCA_000178255.1	2953411	154288	Turicibacter sanguinis
GCA_000178375.1	973030	47687	Mycoplasma alligatoris
GCA_000178455.1	2561804	53363	Brevibacterium mcbrellneri
GCA_000178475.1	1540806	83683	Lactobacillus amylolyticus
GCA_000178815.2	4962262	426	Methylosinus trichosporium
GCA_000178835.2	4714237	29360	Cellulosilyticum lentocellum
GCA_000178855.1	13661586	363277	Ktedonobacter racemifer
GCA_000178875.2	5368767	62322	Shewanella baltica
GCA_000178955.2	6237577	940614	Granulicella mallensis
GCA_000178975.2	5503984	940615	Granulicella tundricola
GCA_000179035.2	742431	57372	Mycoplasma suis
GCA_000179055.1	3592947	77095	Prevotella bryantii
GCA_000179235.1	2686395	232348	Synechococcus sp. CB0101
GCA_000179255.1	2427308	232363	Synechococcus sp. CB0205
GCA_000179315.1	6554722	88274	delta proteobacterium NaphS2
GCA_000179395.2	3433007	1727	Corynebacterium variabile
GCA_000179555.1	4673595	878	Desulfovibrio fructosivorans
GCA_000179595.2	6156735	35830	Acetivibrio cellulolyticus
GCA_000179615.1	5452778	59840	Paenibacillus curdlanolyticus
GCA_000179635.2	4482087	1264	Ruminococcus albus
GCA_000179715.1	1449613	82135	Atopobium vaginae
GCA_000179775.1	3731054	744979	Ahrensia sp. R2A130
GCA_000179915.2	5095226	870903	Terriglobus saanensis
GCA_000180175.2	4092852	891974	Plautia stali symbiont
GCA_000181475.1	7777997	122	Gimesia maris
GCA_000181895.2	1252559	88916	Borreliella spielmanii
GCA_000182745.1	3513191	1177712	Komagataeibacter medellinensis
GCA_000183135.1	3685504	185300	Paludibacter propionicigenes
GCA_000183325.2	2522962	36808	Corynebacterium bovis
GCA_000183345.1	4894879	562	Escherichia coli
GCA_000183385.1	1003404	28903	Mycoplasma bovis
GCA_000183405.1	2216552	477976	Calditerrivibrio nitroreducens
GCA_000183425.1	4516490	1006	Marivirga tractuosa
GCA_000183525.3	3384656	29322	[Eubacterium] cellulosolvens
GCA_000183545.3	2888741	175696	Thermaerobacter subterraneus
GCA_000183565.2	1836030	54005	Peptoniphilus harei
GCA_000183665.1	1258278	556287	Candidatus Liberibacter solanacearum
GCA_000183685.1	2268397	1290	Staphylococcus hominis
GCA_000183725.1	2819357	148813	Sulfuricurvum kujiense
GCA_000183745.1	2439291	187137	Oceanithermus profundus
GCA_000184345.2	2560222	154	Spirochaeta thermophila
GCA_000184435.1	5783292	1804	Mycobacterium gilvum
GCA_000184535.1	2498309	1612	Lactobacillus farciminis
GCA_000184685.1	4024382	53358	Intrasporangium calvum
GCA_000184705.1	2844696	73919	Thermaerobacter marianensis
GCA_000184745.1	6550056	34073	Variovorax paradoxus
GCA_000184945.1	3284105	28126	Prevotella buccae
GCA_000185145.2	2839537	28134	Prevotella oralis
GCA_000185365.1	2415788	246144	Enterococcus italicus
GCA_000185385.1	3082404	467210	Lachnoanaerobaculum saburreum
GCA_000185465.1	1373326	1614	Lactobacillus fructivorans
GCA_000185505.1	2362882	113287	Pseudoramibacter alactolyticus
GCA_000185725.2	3587629	286804	Segniliparus rugosus
GCA_000185805.1	1759526	228745	Thermovibrio ammonificans
GCA_000185845.1	3274581	228604	Prevotella salivae
GCA_000185885.1	2617381	283734	Staphylococcus pseudintermedius
GCA_000185905.1	6690028	39645	Mesorhizobium ciceri
GCA_000185925.2	3915186	412597	Paracoccus sp. TRP
GCA_000185965.1	3419049	314722	Pseudoxanthomonas suwonensis
GCA_000185985.2	722585	251535	Candidatus Blochmannia vafer
GCA_000186165.1	2169437	488	Neisseria mucosa
GCA_000186245.1	2101285	269261	Nitratifractor salsuginis
GCA_000186265.1	4888353	59600	Cellulophaga algicola
GCA_000186345.1	5529304	128	Isosphaera pallida
GCA_000186425.1	3151925	47671	Lautropia mirabilis
GCA_000186705.2	3117324	517722	Citromicrobium sp. JLT1363
GCA_000186885.1	3851869	894	Desulfobulbus propionicus
GCA_000186985.3	1155937	29501	Mycoplasma haemofelis
GCA_000187005.1	2355186	37636	Thermus scotoductus
GCA_000187465.1	1905984	68892	Streptococcus infantis
GCA_000187625.2	1635292	104628	Helicobacter suis
GCA_000187895.1	4421924	310297	Bacteroides plebeius
GCA_000187975.3	2418558	1333	Streptococcus criceti
GCA_000187995.3	1916985	1339	Streptococcus macacae
GCA_000188015.3	2234402	380397	Streptococcus ictaluri
GCA_000188035.3	2126865	361101	Streptococcus pseudoporcinus
GCA_000188055.3	2130431	149016	Streptococcus urinalis
GCA_000188155.3	4726034	622637	Methylocystis sp. ATCC 49242
GCA_000188175.1	2121954	626940	Phascolarctobacterium succinatutens
GCA_000188195.1	2306546	626938	Succinatimonas hippei
GCA_000189295.2	3858580	876	Desulfovibrio desulfuricans
GCA_000189415.1	2272954	1014	Weeksella virosa
GCA_000189535.1	4535320	361575	Pseudarthrobacter phenanthrenivorans
GCA_000189595.1	5352498	1512	[Clostridium] symbiosum
GCA_000189775.3	2534358	29329	Thermoanaerobacterium xylanolyticum
GCA_000190415.2	2847648	84647	Candidatus Odyssella thessalonicensis
GCA_000190435.1	3316466	1131703	Sphaerochaeta globosa
GCA_000190475.2	3843870	1147159	Ornithinibacillus scapharcae
GCA_000190535.1	4392288	28118	Odoribacter splanchnicus
GCA_000190555.1	2886836	55148	Deinococcus proteolyticus
GCA_000190575.1	4308663	376805	Bacteroides salanitronis
GCA_000190595.1	3765936	979	Cellulophaga lytica
GCA_000190635.1	3406739	51197	Syntrophobotulus glycolicus
GCA_000190695.1	2220455	502	Kingella denitrificans
GCA_000190735.2	4635236	151895	Pseudopedobacter saltans
GCA_000190755.3	4848329	173365	Methylobacter tundripaludum
GCA_000191045.1	1541968	64160	Desulfurobacterium thermolithotrophum
GCA_000191065.1	3057407	282402	Prevotella multiformis
GCA_000191145.1	3862530	48296	Acinetobacter pittii
GCA_000191545.1	2097766	1604	Lactobacillus amylovorus
GCA_000191725.2	1697099	33034	Anaerococcus prevotii
GCA_000191885.2	4324239	177400	Anaerophaga thermohalophila
GCA_000192225.1	2548422	710239	Capnocytophaga sp. oral taxon 338
GCA_000192435.2	4257286	945692	Gordonia neofelifaecis
GCA_000192475.2	4490413	981384	Ruegeria conchae
GCA_000192575.1	4182647	378548	Novosphingobium nitrogenifigens
GCA_000192745.1	4718963	991904	Polymorphum gilvum
GCA_000192845.1	6226409	743722	Sphingobacterium sp. 21
GCA_000192865.1	4684316	119864	Marinomonas mediterranea
GCA_000193225.2	4681801	1110389	Verminephrobacter aporrectodeae
GCA_000193395.1	2937589	28129	Prevotella denticola
GCA_000194135.1	1694430	84405	Hippea maritima
GCA_000194155.1	8581920	60894	Saccharopolyspora spinosa
GCA_000194605.1	4633577	191579	Fluviicola taffensis
GCA_000194925.1	2470575	267212	Neisseria bacilliformis
GCA_000194985.1	1281836	309120	Dialister micraerophilus
GCA_000195085.1	1284727	1002672	Candidatus Pelagibacter sp. IMCC9063
GCA_000195205.2	4501499	937450	Oxalobacteraceae bacterium IMCC9480
GCA_000195275.1	2897425	167	Treponema succinifaciens
GCA_000195295.1	3282536	60893	Desulfobacca acetoxidans
GCA_000195315.1	2115681	33871	Coriobacterium glomerans
GCA_000195335.1	2269167	186192	Marinithermus hydrothermalis
GCA_000195635.1	4330716	626930	Bacteroides fluxus
GCA_000195715.1	4086189	520	Bordetella pertussis
GCA_000195735.1	1111523	782	Rickettsia prowazekii
GCA_000195755.1	3773159	881	Desulfovibrio vulgaris
GCA_000195775.1	5467640	1076	Rhodopseudomonas palustris
GCA_000195835.1	4345492	1765	Mycobacterium bovis
GCA_000195855.1	3268203	1769	Mycobacterium leprae
GCA_000195875.1	963879	2107	Mycoplasma pulmonis
GCA_000195955.2	4411532	1773	Mycobacterium tuberculosis
GCA_000195975.1	2434428	84588	Synechococcus sp. WH 8102
GCA_000195995.1	5133713	28901	Salmonella enterica
GCA_000196015.1	6913352	119219	Cupriavidus metallidurans
GCA_000196035.1	2944528	1639	Listeria monocytogenes
GCA_000196095.1	5165770	670	Vibrio parahaemolyticus
GCA_000196115.1	7145576	265606	Rhodopirellula baltica
GCA_000196135.1	2110355	844	Wolinella succinogenes
GCA_000196175.1	3782950	959	Bdellovibrio bacteriovorus
GCA_000196235.1	5070478	290399	Arthrobacter sp. FB24
GCA_000196255.1	6403280	74109	Photobacterium profundum
GCA_000196275.1	3247018	68909	Deinococcus geothermalis
GCA_000196295.1	2220606	486	Neisseria lactamica
GCA_000196315.1	2952962	313588	Croceibacter atlanticus
GCA_000196355.1	3234309	1231	Nitrosospira multiformis
GCA_000196395.1	5040536	645	Aeromonas salmonicida
GCA_000196435.1	2642404	85701	Bartonella tribocorum
GCA_000196455.1	2715461	1511	Acetoanaerobium sticklandii
GCA_000196495.1	4655660	40269	Aliivibrio salmonicida
GCA_000196515.1	5486145	1164	Trichormus azollae
GCA_000196535.1	2146480	2051	Mobiluncus curtisii
GCA_000196615.1	5372268	182337	Erwinia billingiae
GCA_000196675.1	7303989	240495	Pseudonocardia dioxanivorans
GCA_000196695.1	5043170	43767	Rhodococcus hoagii
GCA_000196735.1	3980199	1390	Bacillus amyloliquefaciens
GCA_000196815.1	4317083	330214	Nitrospira defluvii
GCA_000196835.1	10236715	33910	Amycolatopsis mediterranei
GCA_000196855.1	1954080	1244	Leuconostoc gelidum
GCA_000196875.1	4061296	2746	Halomonas elongata
GCA_000197735.1	3918192	256701	Glutamicibacter arilaitensis
GCA_000198515.1	4587455	83406	gamma proteobacterium HdN1
GCA_000198775.1	3750138	412963	Paraburkholderia rhizoxinica
GCA_000199675.1	3532378	167964	Anaerolinea thermophila
GCA_000200595.1	1672681	214	Helicobacter felis
GCA_000202635.1	3982034	2033	Microbacterium testaceum
GCA_000202835.1	4214744	62140	Acidiphilium multivorum
GCA_000203835.1	9054847	1902	Streptomyces coelicolor
GCA_000203855.3	3348624	1590	Lactobacillus plantarum
GCA_000203895.1	5236194	266	Paracoccus denitrificans
GCA_000204015.1	5411525	76891	Asticcacaulis biprosthecium
GCA_000204035.1	3369316	293	Brevundimonas diminuta
GCA_000204135.1	1106197	85991	Chlamydia pecorum
GCA_000204155.1	6732271	1003110	Verrucosispora maris
GCA_000204195.2	5530232	758826	Acidovorax radicis
GCA_000204235.2	2623290	1050843	[Propionibacterium] humerusii
GCA_000204255.1	1179220	83554	Chlamydia psittaci
GCA_000204315.2	3039623	876044	gamma proteobacterium IMCC3088
GCA_000204565.1	3207592	1491	Clostridium botulinum
GCA_000204605.2	7712377	68213	Streptomyces griseoaurantiacus
GCA_000204645.1	5070751	179636	Alicycliphilus denitrificans
GCA_000205025.1	2831696	487175	Parasutterella excrementihominis
GCA_000205165.1	3789812	454155	Paraprevotella xylaniphila
GCA_000208385.1	2227296	273376	Sphaerochaeta coccoides
